id,name,linkedin_url,website_url,size_range,funding_stage,industry,summary,industry_detected,target_customer,products_services,tech_stack,scrape_status,research_status,news_status
founders-arm-f11699,Founders Arm,https://www.linkedin.com/sales/company/100888877?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
freightcaviar-ff35a4,FreightCaviar,https://www.linkedin.com/sales/company/76499766?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Internet News,,,,,,done,pending,pending
futura-e23718,Futura,https://www.linkedin.com/sales/company/74880703?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Energy Technology,,,,,,done,pending,pending
galactic-minds-inc-66d82d,Galactic Minds INC,https://www.linkedin.com/sales/company/92841605?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,IT Services and IT Consulting,,,,,,done,pending,pending
geosure-18e776,GeoSure,https://www.linkedin.com/sales/company/5096534?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Information Services,,,,,,done,pending,pending
georgiatek-systems-inc-39346d,GeorgiaTEK Systems Inc.,https://www.linkedin.com/sales/company/79410056?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Information Technology & Services,,,,,,done,pending,pending
global-business-ser-4u-ad0789,Global Business Ser. 4u,https://www.linkedin.com/sales/company/82077063?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,IT Services and IT Consulting,,,,,,done,pending,pending
global-disability-inclusion-llc-a2a3f7,"Global Disability Inclusion, LLC",https://www.linkedin.com/sales/company/9233936?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Business Consulting and Services,,,,,,done,pending,pending
global-pacific-support-6bfea1,Global Pacific Support,https://www.linkedin.com/sales/company/102030961?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Business Consulting and Services,,,,,,done,pending,pending
goldstone-partners-llc-d7c2d9,"Goldstone Partners, LLC",https://www.linkedin.com/sales/company/264011?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
goliath-partners-c23a23,Goliath Partners,https://www.linkedin.com/sales/company/92699700?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
gradio-dc302b,Gradio,https://www.linkedin.com/sales/company/20296502?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Software Development,,,,,,done,pending,pending
greatfrontend-f9cb7e,GreatFrontEnd,https://www.linkedin.com/sales/company/96960034?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,"Technology, Information and Internet",,,,,,done,pending,pending
groupa-eaebb3,GroupA,https://www.linkedin.com/sales/company/3094595?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,https://www.groupa.com,,,IT Services and IT Consulting,"Based on the limited website content provided, GroupA appears to be a company focused on urban development, sustainability, and city transformation services. The emphasis on keywords like ""decarbonize,"" ""transform,"" ""densify,"" ""making city,"" and ""repurpose"" suggests they provide consulting or implementation services related to sustainable urban planning, environmental initiatives, and city infrastructure development. However, the specific value proposition and detailed service offerings cannot be clearly determined from this homepage navigation content alone.",Urban planning/Smart cities consulting (proptech adjacent),"Cannot be determined from the provided content - likely municipal governments, urban developers, or city planning organizations based on the ""making city"" focus, but this is speculative.","- Urban transformation services
- Decarbonization initiatives
- City densification projects
- Infrastructure repurposing
- Sustainable urban development
- Community integration services

*Note: These are inferred from keywords; specific service details are not provided in the content.*","Not specified

*Analysis limitation: The provided content appears to be primarily navigation keywords from a homepage without detailed descriptions, making it difficult to provide comprehensive intelligence about the company's specific offerings, target market, or technical capabilities.*",done,done,done
guerrilla-ai-marketing-consulting-wendy-stevens-970385,Guerrilla AI Marketing Consulting™ Wendy Stevens,https://www.linkedin.com/sales/company/64508340?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Marketing Services,,,,,,done,pending,pending
hireclout-aa43c9,HIRECLOUT,https://www.linkedin.com/sales/company/27383?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,https://www.hireclout.com,,,IT Services and IT Consulting,"HIRECLOUT is a specialized recruiting and consulting firm that focuses exclusively on Technology and Go-To-Market talent acquisition. They provide comprehensive recruiting services ranging from individual placements to recruiting-as-a-service solutions, serving companies from startups to Fortune 500 organizations. Their key value proposition is delivering candidates who stay 2.3 times longer than industry average, backed by their retention guarantee and deep expertise in both technical and go-to-market roles across various growth stages.",Professional Services (Recruiting/Staffing),"Technology companies ranging from venture-backed startups to Fortune 500 organizations, private equity-backed companies, and growth-stage companies seeking technical and go-to-market talent.","• Specialized Tech Recruiting (technology roles, product development, operations)
• Go-To-Market (GTM) Recruiting (sales, marketing, customer success)
• Retained & Committed Search
• Contingent Tech Recruiting
• Project Staffing & Staff Augmentation
• Recruiting as a Service (RaaS)
• Executive Leadership recruiting
• Integrated Growth solutions combining tech and GTM recruiting","AI & Automation (mentioned in CTO role description for internal operations), but specific technical platforms not detailed. The company appears to have built proprietary technology tools to give them a ""special edge"" in recruiting processes.",done,done,done
hamilton-porter-adc2cc,Hamilton Porter,https://www.linkedin.com/sales/company/19050085?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
harmonic-finance-inc-certified-b-corp-3ee50d,Harmonic Finance Inc ™ | Certified B Corp,https://www.linkedin.com/sales/company/71209453?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
harvard-health-publishing-ac2152,Harvard Health Publishing,https://www.linkedin.com/sales/company/8666762?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Writing and Editing,,,,,,done,pending,pending
hashtag-blacklinkedin-875c06,Hashtag BlackLinkedin,https://www.linkedin.com/sales/company/77678489?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Media Production,,,,,,done,pending,pending
hawthorne-lane-fd5d77,Hawthorne Lane,https://www.linkedin.com/sales/company/5263995?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
henderson-harbor-group-6947b2,Henderson Harbor Group,https://www.linkedin.com/sales/company/871133?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
hire-our-heroes-veteran-job-board-48c322,Hire Our Heroes Veteran Job Board,https://www.linkedin.com/sales/company/18034480?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,"Technology, Information and Internet",,,,,,done,pending,pending
hire-resolve-recruiting-talent-in-us-emea-a55d04,Hire Resolve - Recruiting Talent in US & EMEA,https://www.linkedin.com/sales/company/86865337?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
hirehippo-a3fd43,HireHippo,https://www.linkedin.com/sales/company/67477605?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Outsourcing and Offshoring Consulting,,,,,,done,pending,pending
hirekeyz-inc-4e10e5,HireKeyz Inc,https://www.linkedin.com/sales/company/90876612?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
hoxton-circle-819794,Hoxton Circle,https://www.linkedin.com/sales/company/10634512?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
humane-0abc6c,Humane,https://www.linkedin.com/sales/company/18995861?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Computers and Electronics Manufacturing,,,,,,done,pending,pending
it-engagements-inc-e31911,"IT Engagements, Inc.",https://www.linkedin.com/sales/company/23763162?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,IT Services and IT Consulting,,,,,,done,pending,pending
in-technology-group-inc-us-fa06e5,In Technology Group Inc (US),https://www.linkedin.com/sales/company/88634456?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
invitro-cell-research-llc-3d1d03,"InVitro Cell Research, LLC",https://www.linkedin.com/sales/company/28144968?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Biotechnology Research,,,,,,done,pending,pending
inclusion-belonging-opportunity-0e3e88,Inclusion. Belonging. Opportunity.,https://www.linkedin.com/sales/company/18786603?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Business Consulting and Services,,,,,,done,pending,pending
ingrain-systems-inc-d81b80,Ingrain Systems Inc,https://www.linkedin.com/sales/company/18878104?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Information Technology & Services,,,,,,done,pending,pending
intelletec-c4f95d,Intelletec,https://www.linkedin.com/sales/company/3295320?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,https://www.intelletec.com,,,Staffing and Recruiting,,,,,,done,pending,pending
international-institute-of-corporate-sustainability-and-responsibility-06fc9d,International Institute of Corporate Sustainability and Responsibility,https://www.linkedin.com/sales/company/13213825?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Education,,,,,,done,pending,pending
investorwire-ec50e7,InvestorWire,https://www.linkedin.com/sales/company/68543775?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Online Audio and Video Media,,,,,,done,pending,pending
isotalent-2c5a98,IsoTalent,https://www.linkedin.com/sales/company/10681428?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
jw-michaels-co-6a8524,JW Michaels & Co.,https://www.linkedin.com/sales/company/902919?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
james-search-group-0645b4,James Search Group,https://www.linkedin.com/sales/company/104714358?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
jarvis-elliott-e47f4a,Jarvis Elliott,https://www.linkedin.com/sales/company/28754390?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
johnathan-kimbrough-consulting-llc-38cbae,Johnathan Kimbrough Consulting LLC,https://www.linkedin.com/sales/company/71468947?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Executive Offices,,,,,,done,pending,pending
kinetiq-ea0f39,KINETIQ,https://www.linkedin.com/sales/company/104825952?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,https://www.kinetiq.com,,,IT Services and IT Consulting,"Kinetiq is an energy industry software company that provides customer management solutions and data analytics tools specifically designed for energy retailers operating in deregulated markets. Their platform helps energy companies develop competitive pricing strategies, manage customer relationships in the commercial and industrial (C&I) sector, and extract value from large volumes of metering data through their PowerView module.",Energy Technology (EnergyTech),"Energy companies and retailers, specifically those operating in deregulated energy markets serving the commercial and industrial (C&I) sector","• Customer management solutions for energy retailers
• Data management and analysis products for energy companies
• PowerView module for metering data access and analysis
• Pricing, products and services development tools for C&I sector",Not specified,done,done,done
kane-partners-llc-19f4eb,Kane Partners LLC,https://www.linkedin.com/sales/company/103841?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
kezan-inc-74b389,Kezan Inc,https://www.linkedin.com/sales/company/91627542?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Software Development,,,,,,done,pending,pending
lloyd-s-maritime-institute-lmi-187091,LLOYD'S MARITIME INSTITUTE (LMI),https://www.linkedin.com/sales/company/9179792?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Higher Education,,,,,,done,pending,pending
latino-leadership-institute-dc8411,Latino Leadership Institute,https://www.linkedin.com/sales/company/10099836?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Non-profit Organizations,,,,,,done,pending,pending
latino-professionals-71f767,Latino Professionals®,https://www.linkedin.com/sales/company/12179553?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Non-profit Organizations,,,,,,done,pending,pending
launching-point-6f141d,Launching Point,https://www.linkedin.com/sales/company/29308054?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Business Consulting and Services,,,,,,done,pending,pending
leadenhall-search-selection-1f7d29,Leadenhall Search & Selection,https://www.linkedin.com/sales/company/7244596?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
leadership-up-6e2d73,Leadership Up,https://www.linkedin.com/sales/company/90756260?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Writing and Editing,,,,,,done,pending,pending
leading-hr-by-aihr-fa0b89,Leading HR by AIHR,https://www.linkedin.com/sales/company/18324310?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,E-Learning Providers,,,,,,done,pending,pending
lean-six-sigma-f87bb1,Lean Six Sigma,https://www.linkedin.com/sales/company/79155777?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,E-Learning Providers,,,,,,done,pending,pending
leeds-professional-resources-2fd776,Leeds Professional Resources,https://www.linkedin.com/sales/company/12957244?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
len-nyle-d33e11,Len & Nyle,https://www.linkedin.com/sales/company/74510112?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
lenmar-consulting-inc-6d1fab,Lenmar Consulting Inc,https://www.linkedin.com/sales/company/4432660?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Information Technology & Services,,,,,,done,pending,pending
lloyd-s-maritime-institute-lmi-95c28f,Lloyd's Maritime Institute - LMI,https://www.linkedin.com/sales/company/38091693?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Higher Education,,,,,,done,pending,pending
love-open-source-community-7f9abf,Love Open Source Community,https://www.linkedin.com/sales/company/80712983?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,IT Services and IT Consulting,,,,,,done,pending,pending
lumen-solutions-group-inc-3dc3f4,Lumen Solutions Group Inc.,https://www.linkedin.com/sales/company/2494694?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,IT Services and IT Consulting,No website content found,,,,,done,error,pending
luxolis-de717b,Luxolis,https://www.linkedin.com/sales/company/19180148?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Automation Machinery Manufacturing,,,,,,done,pending,pending
mit-sloan-school-of-management-admissions-cbc654,MIT Sloan School of Management Admissions,https://www.linkedin.com/sales/company/11235414?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Higher Education,,,,,,done,pending,pending
mitx-courses-fc7a61,MITx Courses,https://www.linkedin.com/sales/company/16181368?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,E-learning,,,,,,done,pending,pending
magnify-d3247b,Magnify,https://www.linkedin.com/sales/company/4823650?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
marchon-partners-b1ef62,Marchon Partners,https://www.linkedin.com/sales/company/283515?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
maven-recruiting-group-af5268,Maven Recruiting Group,https://www.linkedin.com/sales/company/931923?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
maven-success-4c3b69,Maven Success,https://www.linkedin.com/sales/company/96350904?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
meraky-tech-9944b7,Meraky Tech,https://www.linkedin.com/sales/company/42892157?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,IT Services and IT Consulting,,,,,,done,pending,pending
mindfield-resources-a455f5,Mindfield Resources,https://www.linkedin.com/sales/company/125283?_ntb=XHrjuhdQRECiFNRpMGzXeQ%3D%3D,https://www.mindfieldresources.com,,,Staffing and Recruiting,"Mindfield Resources is a Dubai-based executive search and recruitment agency that connects organizations with talent across the Middle East, Africa, India, and Pakistan regions. Founded in 2004, they provide customized talent acquisition solutions, executive search services, HR consulting, and coaching services to help companies build their workforce and executive teams. Their value proposition centers on delivering high ROI through their extensive network across 32+ markets, deep industry expertise, and ""ownership through partnership"" approach to client relationships.",Human Resources / Talent Acquisition,"Progressive organizations ranging from Fortune 500 multinationals to family-owned businesses and start-ups across the Middle East, Africa, India, and Pakistan regions, seeking junior to senior-level management talent.","• Executive search and recruitment
• Talent mapping and acquisition
• HR solutions and consulting
• Executive coaching and leadership development
• Organization design and development consulting
• Change management consulting
• Culture shaping services
• Productivity consulting
• Talent advisory services throughout career journey",Not specified,done,done,done
monday-talent-9fd9d4,Monday Talent,https://www.linkedin.com/sales/company/54353698?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
montegallo-4131ed,Montegallo.,https://www.linkedin.com/sales/company/99168742?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Investment Management,No website content found,,,,,done,error,pending
myremoteteam-inc-3b7ecc,MyRemoteTeam Inc,https://www.linkedin.com/sales/company/13401748?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Outsourcing/Offshoring,,,,,,done,pending,pending
n2s-global-904da1,N2S.Global,https://www.linkedin.com/sales/company/101336224?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Human Resources Services,,,,,,done,pending,pending
nastech-global-inc-264fa4,"NasTech Global, Inc.,",https://www.linkedin.com/sales/company/96668235?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,IT Services and IT Consulting,,,,,,done,pending,pending
national-mortgage-news-344109,National Mortgage News,https://www.linkedin.com/sales/company/5099552?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Online Media,,,,,,done,pending,pending
newlineinfo-corp-it-services-and-it-consulting-c19787,Newlineinfo Corp - IT Services and IT Consulting,https://www.linkedin.com/sales/company/1649629?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,IT Services and IT Consulting,,,,,,done,pending,pending
nmble-hiring-solutions-86d502,Nmble Hiring Solutions,https://www.linkedin.com/sales/company/82809834?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
norgate-technology-eb4916,Norgate Technology,https://www.linkedin.com/sales/company/146387?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,IT Services and IT Consulting,,,,,,done,pending,pending
north-american-women-s-association-ea1c4c,North American Women's Association,https://www.linkedin.com/sales/company/79777850?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Civic and Social Organizations,,,,,,done,pending,pending
north-hires-c3c5e5,North Hires,https://www.linkedin.com/sales/company/83099435?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,IT Services and IT Consulting,,,,,,done,pending,pending
ntelicor-is-now-inspyr-solutions-204c4e,Ntelicor is now INSPYR Solutions,https://www.linkedin.com/sales/company/2470025?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,IT Services and IT Consulting,,,,,,done,pending,pending
nustar-technologies-fa59d1,NuStar Technologies,https://www.linkedin.com/sales/company/10800876?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Information Technology & Services,,,,,,done,pending,pending
oakridge-staffing-f85e96,Oakridge Staffing,https://www.linkedin.com/sales/company/1772177?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
olive-group-a-constellis-company-30e50c,Olive Group (A Constellis Company),https://www.linkedin.com/sales/company/16924?_ntb=XHrjuhdQRECiFNRpMGzXeQ%3D%3D,,,,Business Consulting and Services,No website content found,,,,,done,error,pending
ollama-c23e8d,Ollama,https://www.linkedin.com/sales/company/96648409?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,"Technology, Information and Internet",,,,,,done,pending,pending
onward-select-e8fbb2,Onward Select,https://www.linkedin.com/sales/company/11091732?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
opt4ev-4c9d5b,Opt4EV,https://www.linkedin.com/sales/company/64937542?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Services for Renewable Energy,,,,,,done,pending,pending
oreva-technologies-inc-da7437,"Oreva Technologies, Inc.",https://www.linkedin.com/sales/company/13229222?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
orkut-64283b,Orkut,https://www.linkedin.com/sales/company/81588436?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Social Networking Platforms,,,,,,done,pending,pending
overture-partners-89a18f,Overture Partners,https://www.linkedin.com/sales/company/47391?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
percentchase-hirecruiters-c40875,PERCENTCHASE HIRECRUITERS,https://www.linkedin.com/sales/company/31060078?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Outsourcing and Offshoring Consulting,,,,,,done,pending,pending
pangian-3bb516,Pangian,https://www.linkedin.com/sales/company/27060402?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Human Resources Services,,,,,,done,pending,pending
pareto-usa-f2f91a,Pareto USA,https://www.linkedin.com/sales/company/78102861?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
partner-s-consulting-inc-c1ad97,"Partner's Consulting, Inc.",https://www.linkedin.com/sales/company/1277980?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Information Technology & Services,,,,,,done,pending,pending
payservices-com-44c35b,PayServices.com,https://www.linkedin.com/sales/company/9321228?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Information Technology & Services,,,,,,done,pending,pending
peersource-3333ee,PeerSource,https://www.linkedin.com/sales/company/2401255?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
pinnacle-search-f9c21f,Pinnacle Search,https://www.linkedin.com/sales/company/860919?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Business Consulting and Services,,,,,,done,pending,pending
platton-52ec15,Platton,https://www.linkedin.com/sales/company/82489490?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,"Transportation, Logistics, Supply Chain and Storage",,,,,,done,pending,pending
powerbi-tips-4bc30b,PowerBI.tips,https://www.linkedin.com/sales/company/64251515?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,IT Services and IT Consulting,No website content found,,,,,done,error,pending
primedeportes-pasi-n-por-el-deporte-85f0cd,PrimeDeportes | Pasión por el Deporte,https://www.linkedin.com/sales/company/35616266?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Blogs,,,,,,done,pending,pending
prodigy-resources-46866e,Prodigy Resources,https://www.linkedin.com/sales/company/657475?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
productiva-finds-e9f422,Productiva Finds,https://www.linkedin.com/sales/company/70504884?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Retail,,,,,,done,pending,pending
project-management-templates-e852ea,Project Management Templates,https://www.linkedin.com/sales/company/78870989?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Design Services,,,,,,done,pending,pending
publicis-crmone-861578,Publicis CRMOne,https://www.linkedin.com/sales/company/107546536?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Marketing Services,,,,,,done,pending,pending
pulivarthi-group-pg-healthcare-staffing-ed6a1f,Pulivarthi Group (PG) Healthcare Staffing,https://www.linkedin.com/sales/company/70382927?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Hospitals and Health Care,,,,,,done,pending,pending
pyquant-news-57c961,PyQuant News 🐍,https://www.linkedin.com/sales/company/82632427?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Internet Publishing,,,,,,done,pending,pending
pyjamahr-d5eccd,PyjamaHR,https://www.linkedin.com/sales/company/43241580?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Software Development,,,,,,done,pending,pending
quanta-magazine-4aadba,Quanta Magazine,https://www.linkedin.com/sales/company/35572252?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Book and Periodical Publishing,,,,,,done,pending,pending
quantified-commerce-653441,Quantified Commerce,https://www.linkedin.com/sales/company/18531667?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Advertising Services,,,,,,done,pending,pending
recrivio-e5dac2,RECRIVIO,https://www.linkedin.com/sales/company/106326980?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Software Development,,,,,,done,pending,pending
realrepp-09294b,RealREPP,https://www.linkedin.com/sales/company/4869959?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
redriver-systems-llc-8c6e28,"RedRiver Systems, LLC",https://www.linkedin.com/sales/company/106707?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
reliefweb-691027,ReliefWeb,https://www.linkedin.com/sales/company/5040205?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,International Affairs,,,,,,done,pending,pending
remote-jobs-in-hr-164371,Remote Jobs In HR,https://www.linkedin.com/sales/company/99296503?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
repvue-8649d3,RepVue,https://www.linkedin.com/sales/company/27245497?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,"Technology, Information and Internet",,,,,,done,pending,pending
resolution-technologies-inc-c93f9a,"Resolution Technologies, Inc.",https://www.linkedin.com/sales/company/279728?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Information Technology & Services,,,,,,done,pending,pending
reuters-legal-335636,Reuters Legal,https://www.linkedin.com/sales/company/68711608?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Media Production,,,,,,done,pending,pending
reveation-labs-1c4f79,Reveation Labs,https://www.linkedin.com/sales/company/37489372?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Software Development,,,,,,done,pending,pending
riccione-resources-inc-82e8b7,"Riccione Resources, Inc.",https://www.linkedin.com/sales/company/128971?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
